UUID,Date,Description,Category,Amount,Note
5DE57DEB-57B8-4C2C-AB9D-B4F868C2E37D,2025-02-16,Golf City Pass,Entertainment,25,
4DB2A79D-8749-48A4-9682-587F365DB430,2025-02-16,Mission Bay Golf,Entertainment,36,
C7F63EA5-7E47-49F0-9F3B-B2B2889CB369,2025-02-18,ARO,Groceries,9.5,
79D86BBE-AD6F-456A-BE97-2801B80B798D,2025-02-18,Bulletproof Coffee,Groceries,47.33,
7AE472B5-FB80-43BD-94E4-679EA05FC996,2025-02-19,ARO,Groceries,11.65,
A68A6C1B-095C-434C-902E-A7A189745E92,2025-02-20,Flowers,Groceries,13.75,
CC6E40C1-F06B-4F7C-8508-4C7DD2E10A4C,2025-02-20,Class pass,Excess,19,
C46A2F3C-56AE-4476-BE65-2DA406461171,2025-02-20,Seals Lax,Entertainment,88.58,
0E09006C-B4CE-48CB-A7BD-78DFDC496B12,2025-02-21,Spotify,Entertainment,13.64,
A018F0E4-14EB-4A01-829E-00836CB3DF53,2025-02-21,Ski trip airbnb (with Andrew,Excess,119,
ED8AB12C-760D-46F6-A75F-49062E88E243,2025-02-21,Haircut,Home,20,
8A1DE34C-F730-46BD-873E-862A650411D1,2025-02-21,Car wash,Transportation,4,
991770C5-04A2-4C87-BCC2-A3D2E4AF4DB7,2025-02-21,NEX Coffee,Groceries,3.99,
066CD696-7903-46B8-9259-A119DA5FCC68,2025-02-22,Uber,Transportation,30,
7E157FEF-F972-4BDA-9E73-169E0E7EDAD9,2025-02-22,Uber,Transportation,40,
E6BE2592-E21D-4CAE-827F-C9D472C6D60D,2025-02-22,Taco Stand,Dining Out,26.04,
F0E8DA02-5CCF-4D24-A8F0-2727278E7B9D,2025-02-23,Google Fiber,Utilities,70,
C326A38C-55D4-4E46-B6DD-9A8C4ACE76BC,2025-02-23,Affogato,Dining Out,14.65,
EF34619F-A6E4-4681-A938-F15A81AEF0D0,2025-02-24,Disney Plus,Excess,20,
01B57625-1A39-4671-B95F-7456F1DED3D5,2025-02-24,Claytons,Dining Out,34.57,
444C56FF-EC1B-43AE-918F-97E93F726C76,2025-02-24,Ralphs,Groceries,30.13,
EB5F073E-6307-4E47-9C44-E32C2B94CA95,2025-02-26,Gas,Transportation,42.92,
891E043A-E89C-450C-8BA8-00B387FE1E77,2025-02-27,Taco stand,Dining Out,26.04,
86EAB14C-65A6-4D77-A36D-56A3E68DA3C5,2025-02-27,ChatGPT,Utilities,20,
BA5B201D-B8A4-44AA-9B56-AD116569EB00,2025-03-01,Poke bowl,Dining Out,34,
523B67E6-2C2C-4466-84F8-41E00EE569DF,2025-03-01,Pizza,Dining Out,17.5,
8810F8FB-5CCC-41CE-A7B6-9BC4A95CBE68,2025-03-02,Xbox,Entertainment,90,
8ED72938-3BF1-47B7-954E-EA39C14BE073,2025-03-03,Taco Stand,Dining Out,29.41,
4D9B1162-8D93-4335-8C65-C18DB57998EE,2025-03-04,ARO,Groceries,4.5,
C62E8D79-9B3B-406A-B082-F5A34254A6D0,2025-03-04,Ralphs,Groceries,24.66,
3A00A0C0-E04E-44D3-9044-8A3DDDEB7586,2025-03-04,Walmart Grocery,Groceries,38.31,
5042094C-4A4A-4D43-BFE2-02DAE094B8A4,2025-03-05,Ralphs,Groceries,13.77,
9A51C990-607C-44E3-9C43-D09D4F9080C0,2025-03-05,Fish house,Home,12.92,
7AC22AD1-F7D6-4B76-B18B-07D826FEF55D,2025-03-07,Beer,Entertainment,10.16,
AA66FBDA-2951-4DAC-9C13-547D51D47641,2025-03-07,Beer,Entertainment,10.16,
3CC6E1B3-6CEE-4A22-93C6-6ABC95CEBD43,2025-03-08,Taco Stand,Dining Out,25.02,
075F911C-F06C-4F82-91F2-BCA2D7DC3546,2025-03-08,Beer,Entertainment,36.39,
E5DDB848-EFE6-4B54-BA4A-AD91DCBDB91B,2025-03-09,Going Out,Excess,70,
73D0B5C7-398C-45D2-93A3-8FCA05E61812,2025-03-09,Hot Dogs,Entertainment,18,
27115FA1-1058-4DC1-823C-CE3E18C16838,2025-03-09,Ralphs,Groceries,17.1,
6A99C775-7E35-4E76-8C69-9C96180FA7B1,2025-03-12,Vegtables,Groceries,8,
969B6180-695D-47EE-B9A0-A4AD99BBADEA,2025-03-12,Soap,Home,20,
AB6DB8A8-F85E-465D-A2D5-D1D7ABA6EE21,2025-03-12,Swifter Soap,Home,12,
0F4CD0C7-748D-4068-8D50-70C465FCD8A7,2025-03-12,ARO Food/Hat,Groceries,22.5,
DB7AD7BD-86B9-4637-A12F-59D38E76298D,2025-03-12,Test,Transportation,25,
4994FFC2-2B7A-4913-A29C-D2D812E46883,2025-03-14,Costco Food,Groceries,70,
DC102142-D0FF-4798-B74E-22987199FC41,2025-03-14,Costco Home,Home,52,
9CC6282C-55BA-4EA2-8703-A8F3783EBE94,2025-03-14,Google Fiber,Utilities,70,
0259E95E-B770-42EE-BFE2-E63C9886BA75,2025-03-14,Date Groceries,Dining Out,22.75,
B41BE558-9B10-4FEA-99B6-4F355475DB87,2025-03-15,Taco Stand,Dining Out,23.88,
68976462-4778-42AD-8EF9-A12B0A54E4B1,2025-03-16,St Pattys,Entertainment,96,
B9DFE6DD-9273-401E-AD79-25A1BCB6AD62,2025-03-17,Gas,Transportation,50,
62ABCF25-CFBD-4CE9-BBCF-BBF5B67698AA,2025-03-17,Cladue,Entertainment,20,
C27CDB1B-80A5-4C73-8C7E-55F1B61CF9D4,2025-03-17,Ralphs,Groceries,15.07,
8EABA269-C3C7-43CB-B84D-0E1DB099D35E,2025-03-20,Walmart Home,Home,57.88,
92A2E0B2-444E-4AE4-842A-F6A60F02BA1D,2025-03-20,Classpass,Entertainment,19,
4BA0234F-3A30-4704-9CBD-F5C58C1E4D00,2025-03-20,Taco Stand,Dining Out,17.92,
824E050D-2ADB-490E-9A56-9E922B4C5835,2025-03-21,Spotify,Entertainment,13.14,
85189EBE-1401-43EB-B911-4F21B770D3BF,2025-03-22,Kebab,Dining Out,5.43,
1B574ECD-BC4B-4BEF-BA8B-96482FDF4134,2025-03-23,Parking,Transportation,24,
4D0402D8-2D8D-474D-A251-748AC4C45705,2025-03-23,Ralphs,Groceries,26.06,
C5A5B156-18A2-4CB2-88EC-568D27C8B411,2025-03-25,Ralphs,Groceries,27.03,
64BF5901-EDB4-4C94-9A17-C3CD9A1B3370,2025-03-26,French Coffee,Dining Out,52,
DD40A75F-474E-4079-9768-F688BA76EA43,2025-03-27,Ralphs,Groceries,14.17,
005B4817-0FFB-449E-B6CE-3A755233FC60,2025-03-28,Date,Entertainment,29,
28809469-7E2C-4DB7-B251-D277985CCE89,2025-03-28,Sushi date,Dining Out,64.19,
3C3E3B84-D9CD-4DE7-A6C5-E66EC4A055D3,2025-03-29,Ralphs,Groceries,18.24,
3407C766-1A2E-49B8-8BE8-EE59DD721479,2025-03-30,Coffee Date,Dining Out,33.75,
81A25629-7474-4A48-8D54-CB27FB465FF9,2025-03-31,ChatGPT,Utilities,20,
C9B4DF84-A14D-460C-AECA-CE26A48EB91D,2025-03-31,Gifts,Excess,67.98,
57EFB992-37F2-400A-8FE0-FACABA3F14B0,2025-03-31,Fubo,Utilities,11.37,
5AB15A9A-F133-49D7-B44C-06DFDD64EE2D,2025-03-31,Taco Stand,Dining Out,35.33,
89292196-5F81-43B1-BCE7-BB0CC2DED8B5,2025-04-02,Flight food,Dining Out,14.57,
A8134C52-5DE2-417D-942B-4F628911AA44,2025-04-03,Ralphs,Groceries,24.16,
B4C79B1A-0FF0-45CE-A4B9-6742E21F0FE4,2025-04-03,Haircut,Home,19,
5087F211-6F3C-4477-9113-C7C9EBC30920,2025-04-03,Gas,Transportation,48.78,
69D6C377-6046-4B6C-A7BE-044A69509174,2025-04-03,Beer,Entertainment,16.04,
782EDE14-A030-4951-8381-F9ACEA4F00C5,2025-04-04,Auntie annies,Excess,5.96,
C8CCFC5B-F619-4942-9AE8-71FC05A669D3,2025-04-04,Bananas,Groceries,5.35,
5AD475A0-4D4F-4A54-8FC2-6CDE08B91DCC,2025-04-06,Wedding Fun,Excess,150,
A9112539-3253-4F26-B59B-7254F503642A,2025-04-07,Airport Vending,Dining Out,5,
43DFE59D-C787-4F32-8288-17358565925E,2025-04-07,Burger Date,Dining Out,50.77,
2C01107F-50E4-41B5-A72B-063685600728,2025-04-07,Parking,Transportation,13,
4F9977A9-269D-4AFD-8F26-2F587B683EE4,2025-04-07,Dr Pepper,Groceries,4.57,
8A7FE6D4-1C4B-4682-B7A7-FF9A4F17684F,2025-04-08,Taco Stand,Dining Out,23.88,
082B73F6-8E6A-47E5-9299-7D367FB12147,2025-04-09,Ralphs,Groceries,20.03,
212EE90B-EA86-448E-92FC-115F87E2C8C7,2025-04-11,ARO,Groceries,6.25,
8DACF84D-7DEE-42C4-B379-EEBC6D2489D3,2025-04-12,Beer,Entertainment,20.03,
4BDC96CB-1E2A-4D8F-830A-1FDB985E0A47,2025-04-13,Ralphs,Groceries,23,
349DB206-64FA-45EC-91C7-261075F1F78D,2025-04-13,Whiskey,Excess,21,
90CB4072-159B-412C-844E-595CB3CC52FE,2025-04-14,Google Fiber,Utilities,70,
EA9B86BA-1CBF-40FD-81E6-EC2D99EF6B5A,2025-04-14,Taco Stand,Dining Out,23.88,
D13CAE4D-5766-4EC7-B206-F5425F1E1EDE,2025-04-14,Computer,Home,253.17,
C618E140-4C52-4DA0-AAD9-A67C5C541374,2025-04-15,Taco Tuesday,Dining Out,41.37,
929EE1D0-276E-457F-94E9-6E2ACA1540CE,2025-04-16,Winn Dixe (old),Groceries,25,
8DCBCC5F-5E09-4DC8-B95F-C2320557A82E,2025-04-16,Taco Stand,Dining Out,23.88,
22CD9D92-29BC-4959-9AE6-121A029262CA,2025-04-17,Ethernet Splitter,Home,19,
39113618-A0A2-4B01-B3C5-7DE29A385917,2025-04-17,Vegetables,Groceries,11,
EB9B1DCC-4C5E-4262-BF2D-5D9C74663AEE,2025-04-17,Ralphs,Groceries,6.5,
235CF3E2-1109-4E0B-B0FC-6FA2EA1DF0EE,2025-04-17,Claude,Utilities,20,
F8DD677A-72FF-4F70-8C5B-FD4220DC6596,2025-04-18,Kneeboard,Home,37,
DB66E17D-6FF6-4CAC-B6E5-8314D9F82592,2025-04-18,Ethernet Cable,Home,9.99,
EA971889-B76D-4090-A306-0A8D99E0D061,2025-04-18,Uber,Transportation,31.5,
9FA3A745-EA41-451E-B930-1C948D0DE2CA,2025-04-18,Shore club,Entertainment,21.34,
30D4FD2F-0E7C-4B5F-87CA-9D70636F07FD,2025-04-18,Drinks,Entertainment,60,
31A69A8E-C98E-485E-B5E7-FD2B166E68EC,2025-04-19,Pizza,Dining Out,14.01,
58DED07C-CB1F-4C9C-B9C7-D4CAA2F49557,2025-04-19,PB,Excess,80,
1370684C-B3D8-4EE6-858A-41C36610F111,2025-04-19,Pudding,Groceries,6.99,
E4D40BA1-97C7-42EE-AC9C-B521EF1AC5CC,2025-04-20,Trackpad,Home,70,
0D5A6C21-57D6-4154-945B-0098C0F491C3,2025-04-21,Spotify,Entertainment,13.14,
33D56491-74D7-49E0-ACC4-4B82F35C80E2,2025-04-21,Ralphs,Groceries,56.5,
A6227B26-3995-4C0B-AD2C-DDD2E2668023,2025-04-22,ARO,Groceries,9,
6E0286D4-30F8-4F27-9BA3-552D9BB7A4BD,2025-04-24,ARO,Groceries,8.25,
C628D65F-0767-48F3-A22A-9520B10B99D3,2025-04-24,Taco Stand,Dining Out,23.88,
1A39FCAE-BD59-4AF1-ACF2-E766F2C48F64,2025-04-26,Ralphs,Groceries,22,
A98981D9-654B-465B-A141-FE6DC78D128D,2025-04-26,Whiskey,Excess,23,
57E55ED2-6F3F-473B-B442-2205CAAE968C,2025-04-29,Taco Stand,Dining Out,23.88,
965AFA10-EDC4-42E7-9983-B12981763D21,2025-04-30,Ralphs,Groceries,27.56,
82FB2BC6-5FC0-40D8-BB38-7B1FA1AB7D5D,2025-05-02,Haircut,Home,19,
82CE534E-B4F4-4866-BDEF-2E8A7B9E0656,2025-05-02,Gas,Transportation,50.14,
7EBD15F6-0D5A-4922-BCDB-05BEF40EB930,2025-05-02,Taco Stand,Dining Out,33.58,
4995EC69-5370-456D-912F-B8C9424EADE4,2025-05-04,PBS,Excess,10,
0114B1B6-39B8-4537-8889-7D9A58A245E4,2025-05-04,Ralphs,Groceries,23.59,
69B116FF-BAAA-460F-97C6-CAEC3E8F5CF7,2025-05-05,TradingView,Utilities,1,
E38E6D8A-D031-43F2-914E-6938F1C76783,2025-05-06,Taco Stand,Dining Out,23.88,
48104EDF-61C3-45EE-8380-577415F82FEC,2025-05-09,ARO,Groceries,7.5,
1E77522C-9B68-41C3-BBC9-7696BCA9D831,2025-05-09,Play,Excess,27.48,
E28847C1-F207-4453-AC4C-5765BAFC96F7,2025-05-09,Drbks,Excess,15,
6D42EE77-154F-42B6-AA70-EBEC9F2571A3,2025-05-10,Boys Night,Excess,52,
FB306F9F-4F74-44E7-B2BE-4E4B6B8144FC,2025-05-11,Ralphs,Groceries,30.46,
229687D4-3FBA-4E6C-BDD0-3C0D150CDE78,2025-05-12,Taco Stand,Dining Out,23.88,
27E7717D-E4EB-4782-92F2-310F4D8712C6,2025-05-14,Google Fiber,Utilities,70,
981D25F9-EBAA-470B-95DB-84E869D8CA5E,2025-05-14,Car wash,Transportation,4,
3279C848-2CBA-4B70-97FE-590898242853,2025-05-14,USB 64gb,Home,15,
7D7B73E6-CF1E-4F78-9C68-BE40E6FBB67F,2025-05-14,Walmrt Groceries,Groceries,25,
E89B8B93-1B5A-497D-99BC-A3B326663E5C,2025-05-14,Ralphs,Groceries,23.59,
3862238F-8E6F-457A-9BB6-34FA8FCDC2A7,2025-05-15,Manhattan Ingredients,Groceries,62,
0010769E-57B7-42A1-BF9A-B0D42EE11AB6,2025-05-17,Drinks out,Entertainment,0.34,
67343B5E-C13B-406C-B38E-A3F9FF4F9AA0,2025-05-17,Uber x 2,Transportation,80,
937F9FD3-BC7F-49BF-8EBD-5A9ED4BD9875,2025-05-17,OB Food,Dining Out,36,
D08E8916-F750-4B26-92E6-FAABE74C4311,2025-05-17,Coffee,Dining Out,4.35,
13BCE4C3-DA4B-4C71-ADF0-3491EB20BC12,2025-05-18,Ralphs,Groceries,41.66,
10978EA1-F66A-4F0E-BDC7-96281545AA57,2025-05-21,Spotify,Entertainment,13.14,
65626650-50FA-468B-8F54-B917353F514B,2025-05-21,Ralphs,Groceries,19.17,
23ED06E6-94AC-4E5C-8C57-0E9943C00B74,2025-05-22,Ralphs,Groceries,21.18,
B0C191EA-84F2-46BA-A523-6FCAA5D89ABC,2025-05-24,North Park,Entertainment,100,
9D2E0A6D-4361-4E7E-97C0-7D4C4560C423,2025-05-24,Ubers,Transportation,40,
858EB96B-177C-411B-8D3F-E0CE2518BA7A,2025-05-26,Ralphs,Groceries,24.27,
E81F9DF9-AFC8-4CD3-B89D-E62800279BCD,2025-05-27,Taco Stand,Dining Out,23.88,
62A26028-DA7F-4C93-9E3A-AF5094743D21,2025-05-27,Movie Tuesday,Entertainment,8,
3DB3AAA3-1CC8-4222-ABD0-2097377C4401,2025-05-28,Gas,Transportation,51.71,
79711BBB-3081-43C6-BE6E-0D4403A08EE5,2025-05-28,Taylor Shop,Home,13,
7C2C21B1-F2AD-4729-9EF9-03BDDEE9052B,2025-05-29,Ralphs,Groceries,42.39,
DBEBDD94-56CD-4EED-91AE-B4CFE58248AE,2025-05-30,Taco Stand,Dining Out,23.88,
E07C6B4B-144C-4F15-A939-7EF76B80B06C,2025-05-31,TradingView,Utilities,68,
C5420CD0-45AE-451B-B03B-0E7A93ED9B7D,2025-06-02,Ralphs,Groceries,17.19,
9268438A-37CE-4669-BB22-9750BC0FD5D8,2025-06-02,Taco Stand,Dining Out,23.88,
1A0F347F-2749-443B-A190-EBE2873E82CD,2025-06-02,ARO,Groceries,5.25,
B8473526-CD7A-4A94-B5BA-22E3DF5A5A8E,2025-06-05,Taco Stand,Dining Out,23.88,
8A48F898-711B-4A37-947B-F8963E947051,2025-06-06,Ralphs,Groceries,23.62,
DB8B010C-4538-4F82-95CE-B09F07A38F57,2025-06-07,CVS Beer,Groceries,20.03,
EADC6E4C-562E-4573-A1F4-7830B4BA47AA,2025-06-07,Walmart Groceries,Groceries,41,
0CFE6983-1BE4-415C-8632-B967F455867B,2025-06-07,Cockroach killer,Home,10,
5430EC9D-5CE8-4D16-AA89-0CC013BE2A87,2025-06-09,Taco stand,Dining Out,23.88,
7830698B-14A1-4AE1-8E81-45433FBA4858,2025-06-10,Ralphs,Groceries,22.85,
368FCFBA-99AF-49E1-AB34-12F302B072BA,2025-06-11,Insiginia,Home,23.75,
3F76BA41-ECC9-4AEC-9AF7-EDBF52A94669,2025-06-11,Padres,Excess,105,
6B16580F-396C-480A-BAA0-626FD74CB43A,2025-06-14,Ralphs,Groceries,35.78,
4FBFBC7E-FD41-47E7-A8D3-8D07F6EE9460,2025-06-14,Google Fiber,Utilities,70,
CC3A4C49-AA6A-4938-BF0A-D3528CB59321,2025-06-14,Taco Stand,Dining Out,23.88,
A3BBB4BF-0EC8-4034-B10D-57DC1F8FE8E1,2025-06-14,ChatGPT,Utilities,20,
6C6ADE6B-AD4C-4626-A3B3-8033190ECD01,2025-06-15,Ralphs,Groceries,27.35,
1179BE86-8D32-40F3-AA0A-DB0D970EBD0C,2025-06-16,Black Shirts,Home,15,
EF31C314-1968-4AE9-98EA-6781E938E601,2025-06-16,Toiletries,Home,15,
C69F619E-4092-4914-97AE-5BAF3FE51CB3,2025-06-16,Walmart Groceries,Groceries,20,
6F8BEA63-565E-4323-957A-BFF62F98AB20,2025-06-19,Batteries,Home,8,
AE3D6B65-5A99-412E-A9BB-CA96D602EB72,2025-06-19,Beer,Entertainment,14,
A9285E61-F5D1-4DB3-B3BD-CCDE5C402B2A,2025-06-19,Ralphs,Groceries,10,
399684EF-BC86-470C-871B-A3EDF09249B2,2025-06-19,Costco Groceries,Groceries,120,
C4DA3377-327B-434E-90BD-9D8DF3436229,2025-06-19,Costco Hone,Home,33,
1814ECB2-D976-42A9-967E-315D659157A4,2025-06-20,Gas,Transportation,40,
7E1C5EE0-899F-4C14-BF45-C462AEABCE75,2025-06-20,Beer,Entertainment,18,
0C9633CC-5119-4422-8B31-A2AB266202FE,2025-06-21,Spotify,Entertainment,13.14,
D615B667-5C4A-49AE-9144-32E715B0A15E,2025-06-22,North Park Beer Co,Entertainment,31,
4BDC82E6-01EA-42B5-A424-ACBE200A5816,2025-06-22,Uber,Transportation,12,
6EC7F952-C2A5-46C8-9BAB-53704B38168D,2025-06-24,Ralphs,Groceries,31.52,
81A5E155-81B1-46B8-8604-4DCF5EC46609,2025-06-25,Coffee,Dining Out,11.94,
7483A10E-4406-49E5-8084-56B962EB8047,2025-06-25,Flowers,Groceries,11.39,
7DB85D78-AA16-487A-B90C-35E6BA8DCB86,2025-06-26,Movie,Entertainment,26,
D7279C4D-1236-4347-9AC4-D5FC80048EC9,2025-06-26,Acai Bowl,Dining Out,14,
4C6E5610-DC68-450B-A600-EB6C0D85E9AD,2025-06-28,Taco Stand,Dining Out,23.88,
1073986D-4F1F-44A5-B981-2A86F174047D,2025-06-29,Taco Date,Entertainment,25.8,
7B122637-7B93-43FA-B1DF-F8052CBC1A31,2025-06-30,Dinner Groceries,Groceries,12.5,
9A30DCD0-2153-4DC6-8388-2DFC4B35E305,2025-06-30,Ralphs,Groceries,41.97,
93EF52E5-032E-47D0-A121-16655C9594E5,2025-07-01,Billy Currington,Entertainment,68,
3EDE6FCB-9EF9-4417-9299-B99443E85DA0,2025-07-02,Randi Candy,Excess,10.1,
FEC31524-411D-4EDC-8FD3-332086DFA467,2025-07-02,Affogato,Dining Out,11.58,
86F4EB5E-4587-494E-AB69-B0F1139215B2,2025-07-02,Sushi,Dining Out,53.28,
F9B197C1-87CA-4292-894B-861FD9C03D05,2025-07-03,Spill the Beans,Dining Out,25.55,
215070CA-0F37-4457-B027-CDAB23E62791,2025-07-03,Band tickets,Entertainment,21,
B5B68A0A-F535-4A9D-9B77-4744C5192E89,2025-07-03,Beer,Entertainment,17,
7D97E4BB-1E50-4EBA-8DC6-504C0B14D3A8,2025-07-04,PBS,Excess,10,
FFA653F0-3494-4E4B-B236-55D83049E6B4,2025-07-04,TradingView,Utilities,72.3,
22E7A8C6-BEB7-4E04-870F-747A845AD558,2025-07-05,Gas,Transportation,47.58,
CF717FCE-FA36-429C-9A46-0131575FC368,2025-07-05,Grand Canyon Gas,Transportation,46.78,
7E81690C-7679-4950-9D6F-2336E5AE2330,2025-07-05,Mexican Grand Canyon,Dining Out,32,
3D3792CD-76C3-4967-8F8F-7D917F33369F,2025-07-06,In n out,Dining Out,10,
6A5303F5-4A56-4932-AE24-8E318DEC93FA,2025-07-07,Ralphs,Groceries,21.91,
1BCF54C9-4608-4786-B986-28800D4B703C,2025-07-07,Walmart Groceries,Groceries,36.02,
0F7F2CEC-11B1-4047-9299-943539DB113B,2025-07-08,Vuori,Excess,153,
C5D88C99-14A4-40EF-8F14-C2C79A442A3D,2025-07-08,Tax Book,Excess,15,
C64BC794-EF3E-40AB-A45F-30D2047EC9FD,2025-07-08,Tongs/Batteries,Home,17,
93D3B001-182C-4F35-9864-5C835A396BB9,2025-07-09,Ralphs,Groceries,36.28,
2D167D36-9F28-4E6A-BD9B-1855A33F9958,2025-07-10,Margarittaville,Dining Out,35,
D8DA222F-29C6-42DD-97F6-2EB7230E6D38,2025-07-11,Beer,Entertainment,25.55,
9ED31E62-9987-4BEF-8281-16B475C5A31A,2025-07-12,Taco Stand,Dining Out,23.88,
09567D2A-C22D-436B-B13C-9D0A8B5D404D,2025-07-13,Flowers,Groceries,15.75,
29D0E043-C987-49AD-91AC-AF189D2D89B2,2025-07-13,Empanada,Dining Out,16.33,
C34216C2-5FAF-47A2-9AEB-705184682251,2025-07-13,Flight to Sea Isle,Excess,603,
04CD0E85-13A1-4A22-A1E6-27D66EBE738B,2025-07-14,Google fiber,Utilities,70,
4F73FCA8-16AC-42A5-8B09-BD408E24EDFC,2025-07-14,Youtube Screen/Mic,Excess,31,
D20C30DF-6135-4863-B70A-A91B1CF3D379,2025-07-14,Pretzels,Excess,10.12,
C177B04E-E780-4F5C-9B9F-D7492540176E,2025-07-14,Coffee,Dining Out,9.99,
667DB01C-561C-47BD-B76E-227CE387E4B2,2025-07-16,Taco Stand,Dining Out,23.88,
EA2ADCF0-0A5B-4CEC-B795-B78BE3B14DB4,2025-07-17,Ralphs,Groceries,23.82,
00A5D39A-CB29-486E-86A5-E1C43E7D4CB2,2025-07-17,Car Wash,Transportation,4,
4313A635-93D8-4979-9FF8-71DEC6DF0C03,2025-07-18,Little Italy,Dining Out,97,
27964E5B-D7B1-4260-93BB-E7BC86A5A2F5,2025-07-19,Uber,Transportation,13,
EDC0A365-84DF-4E69-A206-C48D9DE2C242,2025-07-19,Razors,Home,29,
0F0B11F6-B1F6-4B02-AD9D-70DD38D809BF,2025-07-19,Egg Muffin,Dining Out,12,
B3C5B9DB-ACE6-442D-8BA9-C654469D3CA5,2025-07-19,Sweater,Home,30,
FC6B5EF1-B831-428D-A6BC-5EC09C476EF0,2025-07-19,Taco Stand,Dining Out,26,
18AA16F7-97AC-43E8-B490-B970154185AF,2025-07-20,Ralphs,Groceries,39.88,
43173804-374B-4755-8A0E-C9AF7E705202,2025-07-20,Flowers,Groceries,13.47,
94ED2163-E50F-434D-9314-51ED9B93A3D0,2025-07-21,Gas,Transportation,50.05,
70915BEF-CB9F-4BBA-A897-73CF9407A315,2025-07-21,Ralphs,Groceries,22.87,
D4FB8ED8-59CC-4CF2-B19A-EA15D0B2AB97,2025-07-24,McP Foods,Dining Out,66,
4820466E-7D96-48CF-A22D-9401D365E12D,2025-07-28,Sea Isle Gifts,Excess,80,
EB350E68-B589-4BC1-83AB-8837D2739BAA,2025-07-28,More Sea Isle,Excess,45,
78417146-FAFB-4D1F-A704-EA7C6CA2D669,2025-07-28,Dunkin Airport,Dining Out,8.33,
B30D67DE-425F-4677-B83B-69D56F516DB8,2025-07-29,Taco Stand,Dining Out,13.08,
C438AEE5-09EA-4E7E-AB98-F2F0591269C4,2025-07-31,Parking Pass,Transportation,25,
B1738E17-3068-4BDD-B780-5B4EB811696C,2025-07-31,Ralphs,Groceries,35.33,
19E08A88-53DB-4B4A-836A-B0DCB24B62F8,2025-08-01,Gf Day Kebab,Dining Out,32,
7EBEB834-00E2-461C-9490-4AE6D10840A9,2025-08-03,Coffee,Dining Out,15,
05837946-84AD-493B-AED8-744E8CB75212,2025-08-04,Smoked Meats,Dining Out,16,
4160F26A-C253-4312-A946-08AC453790E6,2025-08-04,TradingView,Utilities,63,
DC453C3B-ECDE-4AAB-8C9C-19DA24FCBF4F,2025-08-04,Pbs,Excess,10,
AACF46B8-304B-4F11-80E7-D6DB80781C1E,2025-08-05,Taco Stand,Dining Out,23.88,
B52FF900-4E3B-4FFF-81C9-A79A87E7C61F,2025-08-06,Flight to Noahs Wedding,Excess,613.88,
FC4A9D40-42EC-48A3-9A91-AD9C668FA82D,2025-08-06,Anniversary Gift,Excess,99.13,
07D13E36-88A4-4CF1-A962-59F63F6C24AA,2025-08-06,Nationals Game,Excess,110,
4B69598D-E64C-4D60-8316-89C0AEF050B4,2025-08-07,ARO,Groceries,2.5,
21D93A78-52DA-4834-B23D-7A1D0B5AB14B,2025-08-07,Razors,Home,100,
1E75F6B7-E798-4AD8-8710-C3ADEAB42E85,2025-08-07,Costco Groceries,Groceries,182,
B9555B1F-6BD9-4D00-8F8A-D8828860F049,2025-08-07,Uber,Transportation,4.85,
D4AFBDC1-5351-4DCF-84B0-7C8B1DFFF8DD,2025-08-07,Sailing,Entertainment,78.58,
7717B454-4BB9-4024-A0E4-9974B28081E2,2025-08-08,Pasta,Groceries,9.98,
042F6CEB-91A1-466A-8B8F-CB4633499F19,2025-08-09,Baseball Alcohol (Hosting),Entertainment,70.31,
1B127B42-F596-4D7A-8952-BCA29C459E13,2025-08-10,Baseball Drink,Entertainment,112.83,
08BCB0E1-993E-4A3A-A2A7-FB6425E8E4D0,2025-08-12,Shoes for Miranda,Excess,86.51,
EDBCAC60-609D-46FD-9B10-CCCF06EB2A11,2025-08-12,Shoes for Wedding,Home,36.45,
14FD15A9-0FDD-4ECE-9C4A-FE6434F740C0,2025-08-14,Google Internet,Utilities,70,
8DB2F058-2FE3-4A3B-B0D6-7FA3BD212E07,2025-08-14,Ralphs,Groceries,16,
B21E97B4-31A7-4A9A-A4D1-1E1F85F05209,2025-08-14,Choco Alcohol,Groceries,17,
5879CD53-D1C2-4272-BB25-AD3B7A3089CB,2025-08-14,Xbox,Entertainment,20,
77E6DC7A-4EE2-48C2-8129-491AF43E0D47,2025-08-14,Chatgpt,Utilities,20,
0E6812AB-2033-4B82-AD37-D4D542333E56,2025-08-15,Uber,Transportation,15.9,
43D20C63-0678-4DB1-8233-67D3F2651BDB,2025-08-16,Orange Crush,Dining Out,60,
353604E8-DF8E-4617-B04B-98CC49E0E380,2025-08-17,Wedding Present,Excess,108.75,
09649CAA-E803-4493-B54D-841E5BEEB77F,2025-08-17,Uber,Transportation,27.56,
BEC42756-141F-4A05-AF79-E609FEAF4F76,2025-08-18,Ralphs,Groceries,21.56,
AE31C787-019D-4876-9621-3870DAD8AB71,2025-08-20,ARO,Groceries,14,
125266FB-B528-41E5-923C-17859AFC48C2,2025-08-20,Taco Stand,Dining Out,25.02,
2FDFCCD8-2C23-48AD-93E3-333D5D566AF6,2025-08-21,Spotify,Entertainment,13.14,
660BBA35-72EE-4FE0-9D1D-B77E8EF99FF8,2025-08-21,Ralphs,Groceries,9.55,
3E5B330F-9973-4773-A5C6-FEB11909F082,2025-08-22,Haircut,Home,19,
